🕘️更新时间,#genre#
2026-04-26 06:27:20,https://t.freetv.fun/live/cctv1-1.php

📺央视频道,#genre#
CCTV-1,https://t.freetv.fun/live/cctv1-1.php
CCTV-1,https://t.freetv.fun/live/cctv1.m3u8
CCTV-1,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226737/1.m3u8
CCTV-1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226635/1.m3u8
CCTV-1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226638/1.m3u8
CCTV-2,https://t.freetv.fun/live/cctv2.m3u8
CCTV-2,https://t.freetv.fun/live/cctv2-1.php
CCTV-2,https://t.freetv.fun/live/cctv2-7.m3u8
CCTV-2,https://t.freetv.fun/live/cctv2-13.m3u8
CCTV-2,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226739/1.m3u8
CCTV-3,https://t.freetv.fun/live/cctv3-2.php
CCTV-3,https://t.freetv.fun/live/cctv3-3.m3u8
CCTV-3,https://t.freetv.fun/live/cctv3-12.m3u8
CCTV-3,https://t.freetv.fun/live/cctv3-9.m3u8
CCTV-3,https://t.freetv.fun/live/cctv3-10.m3u8
CCTV-4,https://t.freetv.fun/live/cctv4-3.m3u8
CCTV-4,https://t.freetv.fun/live/cctv4-4.m3u8
CCTV-4,https://t.freetv.fun/live/cctv4.m3u8
CCTV-4,https://t.freetv.fun/live/cctv-4hd.m3u8
CCTV-4,https://t.freetv.fun/live/cctv-4gao-qing.m3u8
CCTV-5,https://t.freetv.fun/live/cctv5.m3u8
CCTV-5,https://t.freetv.fun/live/cctv5-1.php
CCTV-5,https://t.freetv.fun/live/cctv5-3.m3u8
CCTV-5,https://t.freetv.fun/live/cctv5-5.m3u8
CCTV-5,https://t.freetv.fun/live/cctv5-6.m3u8
CCTV-5+,https://live.chinacert.cftest5.cn/mg/?id=641886773
CCTV-5+,https://t.freetv.fun/live/cctv5-plus-2.php
CCTV-5+,https://t.freetv.fun/live/cctv5-plus-3.m3u8
CCTV-5+,https://t.freetv.fun/live/cctv5-plus-5.m3u8
CCTV-5+,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226711/1.m3u8
CCTV-6,https://t.freetv.fun/live/cctv6-1.php
CCTV-6,https://t.freetv.fun/live/cctv6-2.m3u8
CCTV-6,https://t.freetv.fun/live/cctv-6gao-qing.m3u8
CCTV-6,https://t.freetv.fun/live/cctv-6hd.m3u8
CCTV-6,https://t.freetv.fun/live/cctv-6hd-1.m3u8
CCTV-7,https://t.freetv.fun/live/cctv7-2.m3u8
CCTV-7,https://t.freetv.fun/live/cctv7-3.m3u8
CCTV-7,https://t.freetv.fun/live/cctv7-5.m3u8
CCTV-7,https://t.freetv.fun/live/cctv-7gao-qing.m3u8
CCTV-7,https://t.freetv.fun/live/cctv-7hd.m3u8
CCTV-8,https://t.freetv.fun/live/cctv-8hd.m3u8
CCTV-8,https://t.freetv.fun/live/cctv-8gao-qing.m3u8
CCTV-8,https://t.freetv.fun/live/cctv-8hd-1.m3u8
CCTV-8,https://t.freetv.fun/live/cctv8-2.php
CCTV-8,https://t.freetv.fun/live/cctv8-4.php
CCTV-9,https://t.freetv.fun/live/cctv9.m3u8
CCTV-9,https://t.freetv.fun/live/cctv9-1.php
CCTV-9,https://t.freetv.fun/live/cctv9-3.m3u8
CCTV-9,https://t.freetv.fun/live/cctv9-2.m3u8
CCTV-9,https://t.freetv.fun/live/cctv-9hd.m3u8
CCTV-10,https://t.freetv.fun/live/cctv-10-1.php
CCTV-10,https://t.freetv.fun/live/cctv10-1.m3u8
CCTV-10,https://t.freetv.fun/live/cctv10-2.php
CCTV-10,https://t.freetv.fun/live/cctv10-4.m3u8
CCTV-10,https://t.freetv.fun/live/cctv-10gao-qing.m3u8
CCTV-11,https://t.freetv.fun/live/cctv11-2.php
CCTV-11,https://t.freetv.fun/live/cctv11-1.m3u8
CCTV-11,https://t.freetv.fun/live/cctv11-10.m3u8
CCTV-11,https://t.freetv.fun/live/cctv11-16.m3u8
CCTV-11,https://t.freetv.fun/live/cctv-11.php
CCTV-12,https://t.freetv.fun/live/cctv12-1.php
CCTV-12,https://t.freetv.fun/live/cctv12-2.php
CCTV-12,https://t.freetv.fun/live/cctv12-3.m3u8
CCTV-12,https://t.freetv.fun/live/cctv12.php
CCTV-12,https://t.freetv.fun/live/cctv-12.php
CCTV-13,http://pull-hls-f11.douyincdn.com/media/stream-695440843385864876.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1773804633&major_anchor_level=common&sign=2109708d3a2da5de3a916933ce117b28&t_id=037-20260311113033D59DBA10999672734FAF-UWe230
CCTV-13,http://pull-hls-f11.douyincdn.com/media/stream-695465280141001388.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1773914533&major_anchor_level=common&sign=00e2ac87499b260c729b1f091036f02a&t_id=037-20260312180213C90050E21D269F317686-un9xrW
CCTV-13,https://cdn3.163189.xyz/163189/cctv13
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-13,https://t.freetv.fun/live/cctv13-21.m3u8
CCTV-14,https://t.freetv.fun/live/cctv14shao-er-1.php
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-14,https://t.freetv.fun/live/cctv14-8.m3u8
CCTV-14,https://t.freetv.fun/live/cctv14-2.php
CCTV-14,https://t.freetv.fun/live/cctv14-1.m3u8
CCTV-15,https://t.freetv.fun/live/cctv15-1.m3u8
CCTV-15,https://t.freetv.fun/live/cctv15-2.php
CCTV-15,https://t.freetv.fun/live/cctv15-5.m3u8
CCTV-15,https://t.freetv.fun/live/cctv15-10.m3u8
CCTV-15,https://t.freetv.fun/live/cctv-15gao-qing.m3u8
CCTV-16,https://t.freetv.fun/live/cctv16-1.php
CCTV-16,https://t.freetv.fun/live/cctv16-3.m3u8
CCTV-16,https://t.freetv.fun/live/cctv16.m3u8
CCTV-16,https://t.freetv.fun/live/cctv16-2.m3u8
CCTV-16,https://t.freetv.fun/live/cctv16-4.m3u8
CCTV-17,https://t.freetv.fun/live/cctv17-5.php
CCTV-17,https://t.freetv.fun/live/cctv-17.php
CCTV-17,https://t.freetv.fun/live/cctv-17hd.m3u8
CCTV-17,https://t.freetv.fun/live/cctv-17hd-1.m3u8
CCTV-17,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226660/1.m3u8
CETV-1,https://t.freetv.fun/live/cetv1-1.m3u8
CETV-1,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226673/1.m3u8
CETV-1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226712/1.m3u8
CETV-1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226673/1.m3u8
CETV-1,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv1/50/20240709/index.m3u8?msisdn=202603162053529528500cb0b74591aba03047d2562cc2&mdspid=&spid=699004&netType=0&sid=5910022150&pid=2028597139&timestamp=20260316205352&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287154&ParentNodeID=-99&assertID=5910022150&client_ip=114.245.219.76&SecurityKey=20260316205352&promotionId=&mvid=5900006636&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=ba49d4f16ab2a49ca022b17292a5e2c3&ddCalcu=3bcae241e935d0a42f91267a1bb22a2409ac
CETV-2,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226718/1.m3u8
CETV-2,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226718/1.m3u8
CETV-2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20260316205352231c04e32fd74df4aed47efb4d0f8a76&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20260316205352&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=114.245.219.76&SecurityKey=20260316205352&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=259a44f171654155457d3d798473bb0f&ddCalcu=f205eb91ba3340744f819771d635d4715545
CETV-2,http://bak.dou.ddns-ip.net/api.php?n=tttt&id=nuUHaj&tk=VQMEmbls8KcZ
CETV-2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
CETV-3,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8
CETV-3,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226722/1.m3u8
CETV-3,http://bak.dou.ddns-ip.net/api.php?n=tttt&id=qsiHIB&tk=VQMEmbls8KcZ
CETV-3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226577/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EhE2Z89HKgsQOlN9opVn1iw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN03yUnk4zBVk1bynPPL3hZ%2CEND
CETV-3,http://ott.mobaibox.com/PLTV/3/224/3221227018/index.m3u8
CETV-4,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8
CETV-4,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226724/1.m3u8
CETV-4,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv4/50/20240709/index.m3u8?msisdn=20260316205353632f8602346f408d9f6124d8510799ae&mdspid=&spid=699004&netType=0&sid=5910022154&pid=2028597139&timestamp=20260316205353&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287339&ParentNodeID=-99&assertID=5910022154&client_ip=114.245.219.76&SecurityKey=20260316205353&promotionId=&mvid=5900006640&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=188f2cd5c6ee0a176092afebb319dcac&ddCalcu=c1a8ec81df39201c3db5bce6feae209a0167
CETV-4,http://bak.dou.ddns-ip.net/api.php?n=tttt&id=n5KQNW&tk=VQMEmbls8KcZ
CETV-4,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226153/1.m3u8

💰央视付费频道,#genre#
文化精品,http://w.yao87.com:4022/rtp/239.76.254.56:9000
文化精品,http://www.qfly9236.cn:8888/rtp/239.253.92.25:6104
文化精品,https://hls-gateway.vpstv.net/streams/708832.m3u8
文化精品,http://iptv.666230.xyz/iptv/jsyd.php/G_CCTV-WENHUA-CQ
文化精品,http://php.jdshipin.com/TVOD/iptv.php?id=whjp
央视台球,http://w.yao87.com:4022/rtp/239.76.254.58:9000
央视台球,http://www.qfly9236.cn:8888/rtp/239.253.93.231:6409
央视台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
央视台球,https://hls-gateway.vpstv.net/streams/708855.m3u8
风云音乐,http://w.yao87.com:4022/rtp/239.76.254.51:9000
风云音乐,http://www.qfly9236.cn:8888/rtp/239.253.92.111:8060
风云音乐,https://hls-gateway.vpstv.net/streams/708858.m3u8
风云音乐,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNYY-CQ
风云音乐,http://php.jdshipin.com/TVOD/iptv.php?id=fyyy
第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
第一剧场,http://w.yao87.com:4022/rtp/239.76.254.49:9000
第一剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.18:6079
第一剧场,https://hls-gateway.vpstv.net/streams/708862.m3u8
第一剧场,http://tl.061833.xyz/tl/null-6
风云剧场,http://w.yao87.com:4022/rtp/239.76.254.50:9000
风云剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.22:6073
风云剧场,https://hls-gateway.vpstv.net/streams/708861.m3u8
风云剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_FENGYUNJC-CQ
风云剧场,http://php.jdshipin.com/TVOD/iptv.php?id=fyjc
怀旧剧场,http://w.yao87.com:4022/rtp/239.76.254.53:9000
怀旧剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.98:6120
怀旧剧场,https://hls-gateway.vpstv.net/streams/708853.m3u8
怀旧剧场,http://iptv.666230.xyz/iptv/jsyd.php/G_HUAIJIUJC-CQ
怀旧剧场,http://php.jdshipin.com/TVOD/iptv.php?id=hjjc
女性时尚,http://w.yao87.com:4022/rtp/239.76.254.55:9000
女性时尚,http://www.qfly9236.cn:8888/rtp/239.253.92.249:6103
女性时尚,http://iptv.666230.xyz/iptv/jsyd.php/G_NVXINGSS-CQ
女性时尚,http://php.jdshipin.com/TVOD/iptv.php?id=nxss
女性时尚,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
高尔夫网球,http://w.yao87.com:4022/rtp/239.76.254.62:9000
高尔夫网球,http://www.qfly9236.cn:8888/rtp/239.253.92.117:8062
高尔夫网球,https://hls-gateway.vpstv.net/streams/708857.m3u8
高尔夫网球,http://iptv.666230.xyz/iptv/jsyd.php/G_CCTV-GOLF-CQ
高尔夫网球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807743b61bb/1.m3u8?m3u8_level=2
风云足球,http://w.yao87.com:4022/rtp/239.76.254.52:9000
风云足球,http://www.qfly9236.cn:8888/rtp/239.253.92.110:8061
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
风云足球,https://hls-gateway.vpstv.net/streams/708859.m3u8
